2025-12-05 16:57:13,715 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:166] - INFO: 
Model training started for property: Density
2025-12-05 16:57:13,715 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:78] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 3            |
+------------+--------------+
| datadir    | data         |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:57:13,716 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:171] - INFO: --- Starting training for Density with seed 42 ---
2025-12-05 16:57:19,735 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [70/1000] Train_MSE: 0.004927 Val_MSE: 0.004672 | Loss: 0.004812
2025-12-05 16:57:19,826 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [71/1000] Train_MSE: 0.005362 Val_MSE: 0.005255 | Loss: 0.006129
2025-12-05 16:57:19,911 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [72/1000] Train_MSE: 0.003258 Val_MSE: 0.003333 | Loss: 0.005342
2025-12-05 16:57:20,007 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [73/1000] Train_MSE: 0.002809 Val_MSE: 0.002534 | Loss: 0.004701
2025-12-05 16:57:20,010 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 73 with val_mse 0.002534
2025-12-05 16:57:20,104 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [74/1000] Train_MSE: 0.004837 Val_MSE: 0.004524 | Loss: 0.005462
2025-12-05 16:57:20,190 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [75/1000] Train_MSE: 0.003203 Val_MSE: 0.003327 | Loss: 0.005686
2025-12-05 16:57:20,276 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [76/1000] Train_MSE: 0.028669 Val_MSE: 0.027460 | Loss: 0.006123
2025-12-05 16:57:20,373 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [77/1000] Train_MSE: 0.004666 Val_MSE: 0.004683 | Loss: 0.006481
2025-12-05 16:57:20,462 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [78/1000] Train_MSE: 0.012636 Val_MSE: 0.012432 | Loss: 0.009002
2025-12-05 16:57:20,545 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [79/1000] Train_MSE: 0.003695 Val_MSE: 0.002957 | Loss: 0.006609
2025-12-05 16:57:20,630 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [80/1000] Train_MSE: 0.011281 Val_MSE: 0.010719 | Loss: 0.005896
2025-12-05 16:57:20,715 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [81/1000] Train_MSE: 0.009997 Val_MSE: 0.009292 | Loss: 0.007903
2025-12-05 16:57:20,803 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [82/1000] Train_MSE: 0.003609 Val_MSE: 0.003409 | Loss: 0.005029
2025-12-05 16:57:20,888 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [83/1000] Train_MSE: 0.005272 Val_MSE: 0.004765 | Loss: 0.005930
2025-12-05 16:57:20,972 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [84/1000] Train_MSE: 0.004130 Val_MSE: 0.004049 | Loss: 0.004939
2025-12-05 16:57:21,061 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [85/1000] Train_MSE: 0.006417 Val_MSE: 0.006479 | Loss: 0.005103
2025-12-05 16:57:21,151 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [86/1000] Train_MSE: 0.014920 Val_MSE: 0.014335 | Loss: 0.005011
2025-12-05 16:57:21,250 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [87/1000] Train_MSE: 0.003309 Val_MSE: 0.003678 | Loss: 0.006352
2025-12-05 16:57:21,336 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [88/1000] Train_MSE: 0.007259 Val_MSE: 0.007035 | Loss: 0.006462
2025-12-05 16:57:21,442 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [89/1000] Train_MSE: 0.003417 Val_MSE: 0.003092 | Loss: 0.005486
2025-12-05 16:57:21,561 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [90/1000] Train_MSE: 0.003487 Val_MSE: 0.003298 | Loss: 0.005526
2025-12-05 16:57:21,662 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [91/1000] Train_MSE: 0.006465 Val_MSE: 0.006228 | Loss: 0.005024
2025-12-05 16:57:21,750 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [92/1000] Train_MSE: 0.003074 Val_MSE: 0.003014 | Loss: 0.004374
2025-12-05 16:57:21,839 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [93/1000] Train_MSE: 0.003274 Val_MSE: 0.003131 | Loss: 0.005088
2025-12-05 16:57:21,936 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [94/1000] Train_MSE: 0.009122 Val_MSE: 0.008864 | Loss: 0.006981
2025-12-05 16:57:22,027 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [95/1000] Train_MSE: 0.002934 Val_MSE: 0.002602 | Loss: 0.005539
2025-12-05 16:57:22,113 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [96/1000] Train_MSE: 0.003124 Val_MSE: 0.003215 | Loss: 0.005303
2025-12-05 16:57:22,197 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [97/1000] Train_MSE: 0.002492 Val_MSE: 0.002820 | Loss: 0.005359
2025-12-05 16:57:22,281 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [98/1000] Train_MSE: 0.005053 Val_MSE: 0.005179 | Loss: 0.004320
2025-12-05 16:57:22,368 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [99/1000] Train_MSE: 0.002964 Val_MSE: 0.003134 | Loss: 0.003733
2025-12-05 16:57:22,456 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [100/1000] Train_MSE: 0.002678 Val_MSE: 0.003150 | Loss: 0.005047
2025-12-05 16:57:22,540 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [101/1000] Train_MSE: 0.003146 Val_MSE: 0.003357 | Loss: 0.007046
2025-12-05 16:57:22,627 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [102/1000] Train_MSE: 0.004939 Val_MSE: 0.004187 | Loss: 0.006148
2025-12-05 16:57:22,716 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [103/1000] Train_MSE: 0.002848 Val_MSE: 0.002444 | Loss: 0.005008
2025-12-05 16:57:22,719 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 103 with val_mse 0.002444
2025-12-05 16:57:22,806 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [104/1000] Train_MSE: 0.002587 Val_MSE: 0.002890 | Loss: 0.004940
2025-12-05 16:57:22,897 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [105/1000] Train_MSE: 0.004665 Val_MSE: 0.004672 | Loss: 0.004924
2025-12-05 16:57:22,984 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [106/1000] Train_MSE: 0.006475 Val_MSE: 0.006800 | Loss: 0.005674
