2025-12-05 16:57:36,735 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:174] - INFO: 
Model training started for property: FFV
2025-12-05 16:57:36,736 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:85] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 5            |
+------------+--------------+
| datadir    | data         |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| heads      | 1            |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:57:36,736 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:179] - INFO: --- Starting training for FFV with seed 42 ---
2025-12-05 16:57:49,617 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [8/1000] Train_MSE: 0.000730 Val_MSE: 0.000796 | Loss: 0.000607
2025-12-05 16:57:51,209 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [9/1000] Train_MSE: 0.002106 Val_MSE: 0.002153 | Loss: 0.000582
2025-12-05 16:57:52,936 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [10/1000] Train_MSE: 0.000785 Val_MSE: 0.000865 | Loss: 0.000555
2025-12-05 16:57:54,600 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [11/1000] Train_MSE: 0.001129 Val_MSE: 0.001215 | Loss: 0.000560
2025-12-05 16:57:56,211 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [12/1000] Train_MSE: 0.000412 Val_MSE: 0.000485 | Loss: 0.000552
2025-12-05 16:57:56,214 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 12 with val_mse 0.000485
2025-12-05 16:57:57,823 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [13/1000] Train_MSE: 0.000833 Val_MSE: 0.000901 | Loss: 0.000530
2025-12-05 16:57:59,428 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [14/1000] Train_MSE: 0.000604 Val_MSE: 0.000683 | Loss: 0.000528
2025-12-05 16:58:01,159 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [15/1000] Train_MSE: 0.000798 Val_MSE: 0.000888 | Loss: 0.000508
2025-12-05 16:58:02,783 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [16/1000] Train_MSE: 0.000458 Val_MSE: 0.000548 | Loss: 0.000490
2025-12-05 16:58:04,440 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [17/1000] Train_MSE: 0.000527 Val_MSE: 0.000616 | Loss: 0.000440
2025-12-05 16:58:05,981 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [18/1000] Train_MSE: 0.000453 Val_MSE: 0.000556 | Loss: 0.000437
2025-12-05 16:58:07,486 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [19/1000] Train_MSE: 0.000394 Val_MSE: 0.000512 | Loss: 0.000445
2025-12-05 16:58:09,224 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [20/1000] Train_MSE: 0.000400 Val_MSE: 0.000511 | Loss: 0.000468
2025-12-05 16:58:10,877 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [21/1000] Train_MSE: 0.000448 Val_MSE: 0.000537 | Loss: 0.000442
2025-12-05 16:58:12,548 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [22/1000] Train_MSE: 0.000410 Val_MSE: 0.000512 | Loss: 0.000410
2025-12-05 16:58:14,164 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [23/1000] Train_MSE: 0.000446 Val_MSE: 0.000547 | Loss: 0.000408
2025-12-05 16:58:15,783 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [24/1000] Train_MSE: 0.000479 Val_MSE: 0.000609 | Loss: 0.000415
2025-12-05 16:58:17,308 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [25/1000] Train_MSE: 0.000500 Val_MSE: 0.000602 | Loss: 0.000403
2025-12-05 16:58:18,809 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [26/1000] Train_MSE: 0.000385 Val_MSE: 0.000480 | Loss: 0.000418
2025-12-05 16:58:18,812 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 26 with val_mse 0.000480
2025-12-05 16:58:20,327 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [27/1000] Train_MSE: 0.000358 Val_MSE: 0.000441 | Loss: 0.000392
2025-12-05 16:58:20,329 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 27 with val_mse 0.000441
2025-12-05 16:58:22,058 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [28/1000] Train_MSE: 0.000414 Val_MSE: 0.000507 | Loss: 0.000393
2025-12-05 16:58:23,585 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [29/1000] Train_MSE: 0.000627 Val_MSE: 0.000739 | Loss: 0.000403
2025-12-05 16:58:25,279 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [30/1000] Train_MSE: 0.000395 Val_MSE: 0.000491 | Loss: 0.000405
2025-12-05 16:58:26,960 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [31/1000] Train_MSE: 0.000393 Val_MSE: 0.000466 | Loss: 0.000409
2025-12-05 16:58:28,566 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [32/1000] Train_MSE: 0.000466 Val_MSE: 0.000532 | Loss: 0.000399
2025-12-05 16:58:30,218 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [33/1000] Train_MSE: 0.000550 Val_MSE: 0.000627 | Loss: 0.000384
2025-12-05 16:58:31,846 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [34/1000] Train_MSE: 0.000366 Val_MSE: 0.000432 | Loss: 0.000385
2025-12-05 16:58:31,849 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 34 with val_mse 0.000432
2025-12-05 16:58:33,456 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [35/1000] Train_MSE: 0.000657 Val_MSE: 0.000809 | Loss: 0.000365
2025-12-05 16:58:35,113 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [36/1000] Train_MSE: 0.002896 Val_MSE: 0.003009 | Loss: 0.000397
2025-12-05 16:58:36,750 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [37/1000] Train_MSE: 0.000370 Val_MSE: 0.000426 | Loss: 0.000372
2025-12-05 16:58:36,753 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 37 with val_mse 0.000426
2025-12-05 16:58:38,376 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [38/1000] Train_MSE: 0.001218 Val_MSE: 0.001241 | Loss: 0.000389
2025-12-05 16:58:39,987 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [39/1000] Train_MSE: 0.000451 Val_MSE: 0.000504 | Loss: 0.000388
2025-12-05 16:58:41,590 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [40/1000] Train_MSE: 0.000373 Val_MSE: 0.000436 | Loss: 0.000380
2025-12-05 16:58:43,129 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [41/1000] Train_MSE: 0.000485 Val_MSE: 0.000568 | Loss: 0.000375
2025-12-05 16:58:44,785 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [42/1000] Train_MSE: 0.000518 Val_MSE: 0.000602 | Loss: 0.000381
2025-12-05 16:58:46,427 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [43/1000] Train_MSE: 0.000363 Val_MSE: 0.000418 | Loss: 0.000366
2025-12-05 16:58:46,430 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 43 with val_mse 0.000418
2025-12-05 16:58:48,017 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [44/1000] Train_MSE: 0.000350 Val_MSE: 0.000384 | Loss: 0.000369
2025-12-05 16:58:48,020 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 44 with val_mse 0.000384
2025-12-05 16:58:49,613 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [45/1000] Train_MSE: 0.000369 Val_MSE: 0.000370 | Loss: 0.000364
2025-12-05 16:58:49,616 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 45 with val_mse 0.000370
2025-12-05 16:58:51,103 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [46/1000] Train_MSE: 0.000420 Val_MSE: 0.000423 | Loss: 0.000364
2025-12-05 16:58:52,678 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [47/1000] Train_MSE: 0.000354 Val_MSE: 0.000341 | Loss: 0.000369
2025-12-05 16:58:52,681 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 47 with val_mse 0.000341
2025-12-05 16:58:54,284 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [48/1000] Train_MSE: 0.000398 Val_MSE: 0.000406 | Loss: 0.000367
2025-12-05 16:58:55,855 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [49/1000] Train_MSE: 0.000339 Val_MSE: 0.000353 | Loss: 0.000360
2025-12-05 16:58:57,536 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [50/1000] Train_MSE: 0.000318 Val_MSE: 0.000339 | Loss: 0.000354
2025-12-05 16:58:57,539 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 50 with val_mse 0.000339
2025-12-05 16:58:59,242 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [51/1000] Train_MSE: 0.000346 Val_MSE: 0.000336 | Loss: 0.000346
2025-12-05 16:58:59,244 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 51 with val_mse 0.000336
2025-12-05 16:59:00,908 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [52/1000] Train_MSE: 0.000337 Val_MSE: 0.000365 | Loss: 0.000350
2025-12-05 16:59:02,537 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [53/1000] Train_MSE: 0.000306 Val_MSE: 0.000315 | Loss: 0.000369
2025-12-05 16:59:02,539 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 53 with val_mse 0.000315
2025-12-05 16:59:04,160 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [54/1000] Train_MSE: 0.000418 Val_MSE: 0.000452 | Loss: 0.000342
2025-12-05 16:59:05,685 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [55/1000] Train_MSE: 0.000356 Val_MSE: 0.000348 | Loss: 0.000367
2025-12-05 16:59:07,218 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [56/1000] Train_MSE: 0.000352 Val_MSE: 0.000363 | Loss: 0.000353
2025-12-05 16:59:08,762 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [57/1000] Train_MSE: 0.000383 Val_MSE: 0.000418 | Loss: 0.000362
2025-12-05 16:59:10,439 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [58/1000] Train_MSE: 0.000350 Val_MSE: 0.000396 | Loss: 0.000345
2025-12-05 16:59:12,101 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [59/1000] Train_MSE: 0.000377 Val_MSE: 0.000432 | Loss: 0.000368
2025-12-05 16:59:13,666 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [60/1000] Train_MSE: 0.000476 Val_MSE: 0.000483 | Loss: 0.000349
2025-12-05 16:59:15,205 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [61/1000] Train_MSE: 0.000590 Val_MSE: 0.000584 | Loss: 0.000374
2025-12-05 16:59:16,811 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [62/1000] Train_MSE: 0.000331 Val_MSE: 0.000324 | Loss: 0.000354
2025-12-05 16:59:18,353 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [63/1000] Train_MSE: 0.000367 Val_MSE: 0.000390 | Loss: 0.000331
2025-12-05 16:59:19,867 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [64/1000] Train_MSE: 0.000737 Val_MSE: 0.000685 | Loss: 0.000351
2025-12-05 16:59:21,581 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [65/1000] Train_MSE: 0.000335 Val_MSE: 0.000363 | Loss: 0.000331
2025-12-05 16:59:23,236 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [66/1000] Train_MSE: 0.000413 Val_MSE: 0.000468 | Loss: 0.000322
2025-12-05 16:59:24,880 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [67/1000] Train_MSE: 0.000299 Val_MSE: 0.000327 | Loss: 0.000350
2025-12-05 16:59:26,534 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [68/1000] Train_MSE: 0.000513 Val_MSE: 0.000556 | Loss: 0.000341
2025-12-05 16:59:28,188 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [69/1000] Train_MSE: 0.000363 Val_MSE: 0.000373 | Loss: 0.000366
2025-12-05 16:59:29,677 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [70/1000] Train_MSE: 0.000355 Val_MSE: 0.000358 | Loss: 0.000347
2025-12-05 16:59:31,195 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [71/1000] Train_MSE: 0.000357 Val_MSE: 0.000398 | Loss: 0.000349
2025-12-05 16:59:32,698 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [72/1000] Train_MSE: 0.000291 Val_MSE: 0.000341 | Loss: 0.000337
2025-12-05 16:59:34,217 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [73/1000] Train_MSE: 0.000419 Val_MSE: 0.000412 | Loss: 0.000326
2025-12-05 16:59:35,720 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [74/1000] Train_MSE: 0.000315 Val_MSE: 0.000330 | Loss: 0.000338
2025-12-05 16:59:37,225 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [75/1000] Train_MSE: 0.000302 Val_MSE: 0.000319 | Loss: 0.000335
2025-12-05 16:59:38,773 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [76/1000] Train_MSE: 0.000594 Val_MSE: 0.000645 | Loss: 0.000325
2025-12-05 16:59:40,303 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [77/1000] Train_MSE: 0.000335 Val_MSE: 0.000336 | Loss: 0.000332
2025-12-05 16:59:41,825 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [78/1000] Train_MSE: 0.000361 Val_MSE: 0.000393 | Loss: 0.000347
2025-12-05 16:59:43,454 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [79/1000] Train_MSE: 0.000380 Val_MSE: 0.000366 | Loss: 0.000319
2025-12-05 16:59:45,056 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [80/1000] Train_MSE: 0.000322 Val_MSE: 0.000352 | Loss: 0.000322
2025-12-05 16:59:46,625 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [81/1000] Train_MSE: 0.000536 Val_MSE: 0.000537 | Loss: 0.000360
2025-12-05 16:59:48,153 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [82/1000] Train_MSE: 0.000356 Val_MSE: 0.000390 | Loss: 0.000327
2025-12-05 16:59:49,709 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [83/1000] Train_MSE: 0.000364 Val_MSE: 0.000405 | Loss: 0.000308
2025-12-05 16:59:51,249 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [84/1000] Train_MSE: 0.000344 Val_MSE: 0.000397 | Loss: 0.000341
2025-12-05 16:59:52,754 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [85/1000] Train_MSE: 0.000324 Val_MSE: 0.000376 | Loss: 0.000335
2025-12-05 16:59:54,377 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [86/1000] Train_MSE: 0.000433 Val_MSE: 0.000428 | Loss: 0.000308
2025-12-05 16:59:55,985 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [87/1000] Train_MSE: 0.000369 Val_MSE: 0.000367 | Loss: 0.000328
2025-12-05 16:59:57,569 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [88/1000] Train_MSE: 0.000303 Val_MSE: 0.000361 | Loss: 0.000319
2025-12-05 16:59:59,102 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [89/1000] Train_MSE: 0.000358 Val_MSE: 0.000399 | Loss: 0.000317
2025-12-05 17:00:00,794 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [90/1000] Train_MSE: 0.000408 Val_MSE: 0.000404 | Loss: 0.000317
2025-12-05 17:00:02,396 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [91/1000] Train_MSE: 0.000586 Val_MSE: 0.000620 | Loss: 0.000316
2025-12-05 17:00:03,968 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [92/1000] Train_MSE: 0.000368 Val_MSE: 0.000388 | Loss: 0.000307
2025-12-05 17:00:05,554 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [93/1000] Train_MSE: 0.000302 Val_MSE: 0.000338 | Loss: 0.000316
2025-12-05 17:00:07,138 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [94/1000] Train_MSE: 0.000393 Val_MSE: 0.000454 | Loss: 0.000308
2025-12-05 17:00:08,927 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [95/1000] Train_MSE: 0.000351 Val_MSE: 0.000394 | Loss: 0.000308
2025-12-05 17:00:10,527 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [96/1000] Train_MSE: 0.000325 Val_MSE: 0.000401 | Loss: 0.000291
2025-12-05 17:00:12,088 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [97/1000] Train_MSE: 0.000275 Val_MSE: 0.000334 | Loss: 0.000319
2025-12-05 17:00:13,627 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [98/1000] Train_MSE: 0.000396 Val_MSE: 0.000447 | Loss: 0.000287
2025-12-05 17:00:15,153 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [99/1000] Train_MSE: 0.000325 Val_MSE: 0.000373 | Loss: 0.000324
2025-12-05 17:00:16,692 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [100/1000] Train_MSE: 0.000299 Val_MSE: 0.000317 | Loss: 0.000316
2025-12-05 17:00:18,187 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [101/1000] Train_MSE: 0.000764 Val_MSE: 0.000776 | Loss: 0.000328
2025-12-05 17:00:19,801 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [102/1000] Train_MSE: 0.000296 Val_MSE: 0.000300 | Loss: 0.000315
2025-12-05 17:00:19,803 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 102 with val_mse 0.000300
